agent,year,key,value,source
ind,2025,ceiling,1,"Доктрина неприменения ядерного оружия первой, 2003"
usa,2025,ceiling,0,Правового потолка на применение силы нет
chn,2025,ceiling,0,Правового потолка на применение силы нет
twn,2025,ceiling,0,Правового потолка на применение силы нет
aus,2025,ceiling,0,Правового потолка на применение силы нет
idn,2025,ceiling,0,Правового потолка на применение силы нет
prk,2025,ceiling,0,Правового потолка на применение силы нет
kor,2026,ceiling,2,"Конституция РК, ст. 5"
phl,2026,ceiling,2,"Конституция Филиппин, ст. II разд. 2"
ind,2026,ceiling,1,"Доктрина неприменения ядерного оружия первой, 2003"
usa,2026,ceiling,0,Правового потолка на применение силы нет
chn,2026,ceiling,0,Правового потолка на применение силы нет
twn,2026,ceiling,0,Правового потолка на применение силы нет
aus,2026,ceiling,0,Правового потолка на применение силы нет
idn,2026,ceiling,0,Правового потолка на применение силы нет
prk,2026,ceiling,0,Правового потолка на применение силы нет
jpn,2001,categories,1,"Отправка за пределы территории, 2001"
jpn,2002,categories,1,"Отправка за пределы территории, 2001"
jpn,2003,categories,1,"Отправка за пределы территории, 2001"
jpn,2004,categories,1,"Отправка за пределы территории, 2001"
jpn,2005,categories,1,"Отправка за пределы территории, 2001"
jpn,2006,categories,1,"Отправка за пределы территории, 2001"
jpn,2007,categories,1,"Отправка за пределы территории, 2001"
jpn,2008,categories,2,"Плюс военное использование космоса, 2008"
jpn,2009,categories,2,"Плюс военное использование космоса, 2008"
jpn,2010,categories,2,"Плюс военное использование космоса, 2008"
jpn,2011,categories,2,"Плюс военное использование космоса, 2008"
jpn,2012,categories,2,"Плюс военное использование космоса, 2008"
jpn,2013,categories,2,"Плюс военное использование космоса, 2008"
jpn,2014,categories,4,"Плюс коллективная самооборона и экспорт вооружений, 2014"
jpn,2015,categories,4,"Плюс коллективная самооборона и экспорт вооружений, 2014"
jpn,2016,categories,4,"Плюс коллективная самооборона и экспорт вооружений, 2014"
jpn,2017,categories,4,"Плюс коллективная самооборона и экспорт вооружений, 2014"
jpn,2018,categories,4,"Плюс коллективная самооборона и экспорт вооружений, 2014"
jpn,2019,categories,4,"Плюс коллективная самооборона и экспорт вооружений, 2014"
jpn,2020,categories,4,"Плюс коллективная самооборона и экспорт вооружений, 2014"
jpn,2021,categories,4,"Плюс коллективная самооборона и экспорт вооружений, 2014"
jpn,2022,categories,5,"Плюс средства поражения территории противника, 2022"
jpn,2023,categories,5,"Плюс средства поражения территории противника, 2022"
jpn,2024,categories,5,"Плюс средства поражения территории противника, 2022"
jpn,2025,categories,5,"Плюс средства поражения территории противника, 2022"
jpn,2026,categories,5,"Плюс средства поражения территории противника, 2022"
jpn,2024,incidents,355,Доклад Береговой охраны Японии
jpn,2025,incidents,357,"Доклад Береговой охраны Японии, рекорд"
jpn,2013,dissent,76.9,"Итоги публичного обсуждения, 69 579 возражений из 90 480"
